Target_ID,Target_name,CUI,Gene_name,Uni_ID
BE0001469,Glucose-6-phosphate_isomerase_B,,pgiB,P13376
BE0001470,Vitamin_B12_transporter_BtuB,,btuB,P06129
BE0001471,Argininosuccinate_synthase,C0003776,argG,P59846
BE0001472,Mono-ADP-ribosyltransferase_C3,,C3,P15879
BE0001473,Histidine_triad_nucleotide-binding_protein_1,C1415545,HINT1,P49773
BE0001474,Tryptase_beta-2,C4084825,TPSB2,P20231
BE0001475,Peptide_deformylase,C0249363,def,P0A6K3
BE0001476,Phosphoribosylglycinamide_formyltransferase,C0070929,purN,P08179
BE0001477,Heat-labile_enterotoxin_B_chain,,eltB,P32890
BE0001478,Genome_polyprotein,,,P26663
BE0001480,Uridine-cytidine_kinase_2,C1540157,UCK2,Q9BZX2
BE0001481,Histidinol-phosphate_aminotransferase,C0062757,hisC,Q9X0D0
BE0001482,Beta-lactamase,C0597979,penP,P00808
BE0001483,Nitric_oxide_synthase_oxygenase,,nos,P0A094
BE0001484,Outer-membrane_lipoprotein_LolB,,lolB,P61322
BE0001485,Dimethyl_sulfoxide/trimethylamine_N-oxide_reductase,,dmsA,Q57366
BE0001486,Peptide_deformylase,C0249363,def,Q9I7A8
BE0001487,Fumarate_reductase_flavoprotein_subunit,,,P83223
BE0001488,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine_pyrophosphokinase,C0045836,folK,P43777
BE0001489,Deoxycytidine_triphosphate_deaminase,C0057183,dcd,P28248
BE0001490,Arylsulfatase,C0003940,atsA,P51691
BE0001491,Chorismate_mutase_AroH,,aroH,P19080
BE0001492,Folylpolyglutamate_synthase,C0060626,fgs,P15925
BE0001493,Chloramphenicol_3-O_phosphotransferase,,,Q56148
BE0001494,Genome_polyprotein,,,P04936
BE0001495,Copper-containing_nitrite_reductase,,nirK,P25006
BE0001496,Cholera_enterotoxin_subunit_B,C4305448,ctxB,P01556
BE0001497,S-ribosylhomocysteine_lyase,,luxS,O34667
BE0001498,Mandelate_racemase,C0065635,mdlA,P11444
BE0001499,S-adenosylmethionine_synthase,,metK,P0A820
BE0001500,"Glucan_1,4-alpha-maltotetraohydrolase",C0243626,amyP,P13507
BE0001501,Thymidylate_synthase,C0040085,thyA,P00469
BE0001502,Glycylpeptide_N-tetradecanoyltransferase,C0138891,NMT1,P30418
BE0001503,Lipase_3,,LIP3,P32947
BE0001504,Cathepsin_F,C0760750,CTSF,Q9UBX1
BE0001505,Phosphatidylinositol_transfer_protein_alpha_isoform,,PITPNA,Q00169
BE0001506,"2,2-dialkylglycine_decarboxylase",C0080652,dgdA,P16932
BE0001507,Chorismate--pyruvate_lyase,,ubiC,P26602
BE0001508,Probable_cysteine_desulfurase,,csd,Q55793
BE0001509,D-alanine_aminotransferase,C0057041,dat,P19938
BE0001510,4-aminobutyrate_aminotransferase_GabT,,gabT,P22256
BE0001511,Cysteine_desulfurase,C0658255,sufS,P77444
BE0001512,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate_aminotransferase,,arnB,Q8ZNF3
BE0001513,Aspartate_1-decarboxylase,C0052531,panD,P0A793
BE0001514,Holliday_junction_ATP-dependent_DNA_helicase_RuvB,,ruvB,Q56313
BE0001515,"5'(3')-deoxyribonucleotidase,_mitochondrial",,NT5M,Q9NPB1
BE0001516,Hypoxanthine-guanine-xanthine_phosphoribosyltransferase,C0248136,LACZ,P20035
BE0001517,Farnesyl_diphosphate_synthase,C0243650,ispA,P22939
BE0001519,Adenosylmethionine-8-amino-7-oxononanoate_aminotransferase,C0311930,bioA,P12995
BE0001520,8-oxo-dGTP_diphosphatase,,mutT,P08337
BE0001521,UDP-glucose_4-epimerase,C0041990,GALE,Q14376
BE0001522,3-deoxy-manno-octulosonate_cytidylyltransferase,C0047355,kpsU,P42216
BE0001523,p-hydroxybenzoate_hydroxylase,C0000500,pobA,P00438
BE0001524,Isocitrate_dehydrogenase_[NADP],,icd,P39126
BE0001525,Dihydroorotate_dehydrogenase_(quinone),C1333217,pyrD,P0A7E1
BE0001526,N-acetylornithine_carbamoyltransferase,,argF',Q8P8J2
BE0001527,Septum_formation_protein_Maf,,maf,Q02169
BE0001528,Pseudolysin,C0208103,lasB,P14756
BE0001529,Complement_C1s_subcomponent,,C1S,P09871
BE0001530,Catabolite_control_protein_A,,ccpA,P46828
BE0001531,"Acetolactate_synthase,_catabolic",,budB,P27696
BE0001532,L-asparaginase,C0003993,ansB,P06608
BE0001533,Orotate_phosphoribosyltransferase,C0029298,pyrE,P08870
BE0001534,Methionine_aminopeptidase_2,C0540142,METAP2,P50579
BE0001535,Parathion_hydrolase,,opd,P0A433
BE0001536,"Glyceraldehyde-3-phosphate_dehydrogenase,_glycosomal",,,P22513
BE0001537,Methionine--tRNA_ligase,,metG,P00959
BE0001538,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase",,murE,P22188
BE0001539,Endoglucanase_G,,celCCG,P37700
BE0001540,Pyridoxine_5'-phosphate_synthase,,pdxJ,P0A794
BE0001541,Heparan_sulfate_glucosamine_3-O-sulfotransferase_3A1,,HS3ST3A1,Q9Y663
BE0001542,Chloramphenicol_acetyltransferase_3,,cat3,P00484
BE0001543,p-hydroxybenzoate_hydroxylase,C0000500,pobA,P20586
BE0001544,Dr_hemagglutinin_structural_subunit,,draA,P24093
BE0001545,Alcohol_dehydrogenase_YqhD,,yqhD,Q46856
BE0001546,Thiaminase-2,,tenA,P25052
BE0001547,Phosphoribosylglycinamide_formyltransferase_2,,purT,P33221
BE0001548,"Trans-2,3-dihydro-3-hydroxyanthranilate_isomerase",,phzF,Q51792
BE0001549,N-(5'-phosphoribosyl)anthranilate_isomerase,C0377355,trpF,Q56320
BE0001550,Cholesterol_oxidase,C0008391,choA,P12676
BE0001551,Trypanothione_reductase,C0077419,TPR,P28593
BE0001552,Glucose--fructose_oxidoreductase,C0167638,gfo,Q07982
BE0001553,Squalene--hopene_cyclase,,shc,P33247
BE0001554,3-alpha-(or_20-beta)-hydroxysteroid_dehydrogenase,,,P19992
BE0001555,Dihydrofolate_reductase,C0039667,,P16184
BE0001556,Purine_nucleoside_phosphorylase_2,,xapA,P45563
BE0001557,Ribose-5-phosphate_isomerase_A,,rpiA,Q5SIR5
BE0001558,Tryptophan_biosynthesis_protein_TrpCF,,trpC,P00909
BE0001559,Beta-lactamase_IMP-1,C0914795,,P52699
BE0001560,Phospholipase_C,C0031669,plc,P09598
BE0001561,"Glutamate-1-semialdehyde_2,1-aminomutase",C0061469,hemL,P24630
BE0001562,Regulatory_protein_TenI,,tenI,P25053
BE0001563,Bifunctional_P-450/NADPH-P450_reductase,,cyp102A1,P14779
BE0001565,DNA_mismatch_repair_protein_MutL,,mutL,P23367
BE0001566,14_kDa_fatty_acid-binding_protein,,,P29498
BE0001567,Glucosamine-6-phosphate_isomerase_1,,GNPDA1,P46926
BE0001568,Beta-lactamase_TEM,,bla,P62594
BE0001569,Genome_polyprotein,,,P27914
BE0001570,Outer_membrane_protein_F,C0668201,ompF,P02931
BE0001571,Penton_protein,,,P03276
BE0001572,Ribonuclease,C0035542,,P48068
BE0001574,4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase,,ispE,Q83LD8
BE0001575,1-deoxy-D-xylulose_5-phosphate_reductoisomerase,C0756977,dxr,P45568
BE0001576,Purine_nucleoside_phosphorylase,C0034135,punA,P9WP01
BE0001578,Membrane-bound_lytic_murein_transglycosylase_B,,mltB,P41052
BE0001579,Threonine--tRNA_ligase,,thrS,P0A8M5
BE0001580,Serine/threonine-protein_kinase_PknB,,pknB,P9WI81
BE0001581,4-hydroxythreonine-4-phosphate_dehydrogenase,,pdxA,P19624
BE0001582,Gamma-aminobutyraldehyde_dehydrogenase,C0051625,prr,P77674
BE0001583,Trypsin-3,,PRSS3,P35030
BE0001584,Chitinase_B,,chiB,P11797
BE0001585,DNA_repair_protein_XRCC4,C1337026,XRCC4,Q13426
BE0001586,Kallikrein-6,C0534101,KLK6,Q92876
BE0001587,Nuclease_P1,,,P24289
BE0001588,Circadian_clock_protein_KaiB,,kaiB,P74645
BE0001589,Acetylglutamate_kinase,C0050520,argB,P0A6C8
BE0001590,Glycine_oxidase,C0760545,thiO,O31616
BE0001592,ATP-dependent_DNA_helicase_RecQ,,recQ,P15043
BE0001593,Meso-diaminopimelate_D-dehydrogenase,,ddh,P04964
BE0001594,Gag-Pol_polyprotein,,gag-pol,P04585
BE0001595,Methylmalonyl-CoA_decarboxylase,C1123015,scpB,P52045
BE0001596,2-deoxyglucose-6-phosphate_phosphatase,C0297587,yniC,Q7ADF8
BE0001597,Coatomer_subunit_gamma-1,,COPG1,Q9Y678
BE0001598,Oxysterols_receptor_LXR-beta,C0754148,NR1H2,P55055
BE0001599,Protein_YceI,,yceI,P0A8X2
BE0001600,Cytidylate_kinase,C0056909,cmk,P0A6I0
BE0001601,NH(3)-dependent_NAD(+)_synthetase,,nadE,P08164
BE0001602,Allantoate_amidohydrolase,C0377021,allC,P77425
BE0001603,"Triosephosphate_isomerase,_glycosomal",,,P52270
BE0001604,Sensor_protein_FixL,,fixL,P23222
BE0001605,Chitobiase,C0001057,chb,Q54468
BE0001606,Beta-Ala-Xaa_dipeptidase,,pepV,P45494
BE0001607,Steroid_Delta-isomerase,C0075238,ksi,P00947
BE0001608,Histone_deacetylase_8,C1421934,HDAC8,Q9BY41
BE0001609,Glycerol_kinase,C0017868,glpK,P0A6F3
BE0001610,Long-chain_fatty_acid_transport_protein,,fadL,P10384
BE0001611,Bifunctional_PGK/TIM,,pgk/tpi,P36204
BE0001612,Genome_polyprotein,,,P03300
BE0001613,(S)-2-haloacid_dehalogenase,,dhlB,Q60099
BE0001614,Dihydrofolate_reductase,C0039667,folA,P00381
BE0001615,Methionine_synthase,C0039676,metH,P13009
BE0001616,Oxygen-insensitive_NAD(P)H_nitroreductase,C0134411,nfsB,P38489
BE0001617,"2-C-methyl-D-erythritol_2,4-cyclodiphosphate_synthase",,ispF,Q8RQP5
BE0001618,Peptide_methionine_sulfoxide_reductase_MsrA,,msrA,P0A745
BE0001620,5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase,,metE,Q9X112
BE0001621,Sialidase,C0027803,nanH,P29768
BE0001622,N-acylneuraminate_cytidylyltransferase,C0001388,neuA,P0A0Z8
BE0001623,Purine_nucleoside_phosphorylase,C0034135,punA,P81989
BE0001624,Trypsin,C0041236,sprT,P00775
BE0001625,Alpha-amylase,C0002245,amy,P29957
BE0001626,Glucosamine-6-phosphate_deaminase,C0207230,nagB,P0A759
BE0001627,Inositol-trisphosphate_3-kinase_A,C1416516,ITPKA,P23677
BE0001628,Ribose-5-phosphate_isomerase_A,,rpiA,P0A7Z3
BE0001629,Uroporphyrinogen_decarboxylase,C0042085,UROD,P06132
BE0001630,Pimelyl-[acyl-carrier_protein]_methyl_ester_esterase,,bioH,P13001
BE0001631,Tautomerase_PptA,,pptA,P31992
BE0001633,Porin,C0071728,opmA,P39767
BE0001634,Bifunctional_protein_PyrR,,pyrR,P41007
BE0001635,CDP-paratose_2-epimerase,,rfbE,P14169
BE0001636,Lipase,C0023764,lip,P25275
BE0001637,Matrix_metalloproteinase-16,C1568288,MMP16,P51512
BE0001638,6-deoxyerythronolide_B_hydroxylase,C0049550,eryF,Q00441
BE0001639,Maltogenic_alpha-amylase,C0908308,amyM,P19531
BE0001640,"Phospholipase_A2,_membrane_associated",C0536678,PLA2G2A,P14555
BE0001641,Methylmalonyl-CoA_carboxyltransferase_5S_subunit,,,Q70AC7
BE0001642,Xaa-Pro_aminopeptidase,,pepP,P15034
BE0001643,Glutaminase-asparaginase,C0071561,ansB,Q88K39
BE0001644,Glycerol-3-phosphate_cytidylyltransferase,C0061566,tagD,P27623
BE0001645,Peptide_deformylase_2,,,O31410
BE0001646,Cathepsin_S,C0054874,CTSS,P25774
BE0001647,(S)-2-haloacid_dehalogenase,,,Q53464
BE0001648,Sialic_acid-binding_Ig-like_lectin_7,,SIGLEC7,Q9Y286
BE0001649,Chitinase_A,,chiA,P07254
BE0001650,N-acetylneuraminate_lyase,C0067760,nanA,P0A6L6
BE0001651,Peptide_deformylase,C0249363,def,Q8NX78
BE0001652,Threonine-phosphate_decarboxylase,,cobD,P97084
BE0001653,Carbonic_anhydrase_12,C1311723,CA12,O43570
BE0001654,Beta-glucanase,,,P23904
BE0001655,Regulatory_protein_BlaR1,,blaR1,P18357
BE0001656,Suppressor_of_tumorigenicity_14_protein,C0769218,ST14,Q9Y5Y6
BE0001657,DNA-3-methyladenine_glycosylase_1,,tag,P05100
BE0001658,Ribonuclease_UK114,,HRSP12,P52758
BE0001659,Pur_operon_repressor,,purR,P37551
BE0001660,HTH-type_transcriptional_regulator_MalT,,malT,P06993
BE0001661,2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase,,ispD,Q46893
BE0001662,Sugar_phosphatase_YbiV,,ybiV,P75792
BE0001663,D-allose-binding_periplasmic_protein,,alsB,P39265
BE0001664,4-alpha-glucanotransferase,C0047738,mgtA,P80099
BE0001665,"DNA_polymerase_I,_thermostable",,polA,P19821
BE0001666,Crotonobetainyl-CoA:carnitine_CoA-transferase,,caiB,P31572
BE0001667,Neuraminidase,C0027803,NA,P03472
BE0001668,Streptavidin,C0075278,,P22629
BE0001669,"dTDP-4-dehydrorhamnose_3,5-epimerase",C0058775,rfbC,P26394
BE0001671,Alpha-amylase_1,,AMY1A,P04745
BE0001672,"Biphenyl-2,3-diol_1,2-dioxygenase",C0045379,bphC,P17297
BE0001673,Lipoprotein_MxiM,,mxiM,P0A1X3
BE0001674,Spermidine_synthase,C0033503,speE,Q9WZC2
BE0001675,Ribose-phosphate_pyrophosphokinase,C0035551,prs,P14193
BE0001676,Nucleoside_deoxyribosyltransferase,C0069146,ntd,Q9R5V5
BE0001677,Orotidine_5'-phosphate_decarboxylase,,pyrF,P08244
BE0001678,L-arabinose-binding_periplasmic_protein,,araF,P02924
BE0001679,3-alpha-(or_20-beta)-hydroxysteroid_dehydrogenase,,fabG3,P9WGT1
BE0001680,Leukotriene_A-4_hydrolase,C3889162,LTA4H,P09960
BE0001681,Aspartate-semialdehyde_dehydrogenase,C0004012,asd,P44801
BE0001682,Aquaporin_Z,,aqpZ,O68874
BE0001683,Fructose-bisphosphate_aldolase_A,,ALDOA,P04075
BE0001684,Adenosylhomocysteinase,C0050795,AHCY,P23526
BE0001685,Regulatory_protein_E2,C0069501,E2,P04015
BE0001686,N-acetylglucosamine-6-phosphate_deacetylase,C0067712,nagA,O34450
BE0001687,Bis(5'-adenosyl)-triphosphatase,C0053709,FHIT,P49789
BE0001688,Diacylglycerol_acyltransferase/mycolyltransferase_Ag85C,,fbpC,P9WQN9
BE0001689,Putative_regulator_of_ribonuclease_activity,,rraA,P9WGY3
BE0001690,3-dehydroquinate_dehydratase,C0047338,aroD,Q6GII7
BE0001691,3-dehydroquinate_synthase,C0047339,aroB,Q6GGU4
BE0001692,Aminomethyltransferase,C0103013,gcvT,Q9WY54
BE0001693,Molybdenum_cofactor_guanylyltransferase,,mobA,P32173
BE0001694,Plasmepsin-2,,,P46925
BE0001695,Nicotinate-nucleotide_adenylyltransferase,C0618967,nadD,P54455
BE0001696,Lipase_1,,LIP1,P20261
BE0001697,Chitosanase,C0055320,csn,P33673
BE0001698,Maltodextrin_phosphorylase,C0065602,malP,P00490
BE0001699,3-isopropylmalate_dehydrogenase,C0047519,leuB,Q56268
BE0001701,Complement_factor_B,C0033453,CFB,P00751
BE0001702,Tyrosine_phenol-lyase,C0041493,tpl,P31012
BE0001703,Glucose-1-phosphatase,C0061413,agp,P19926
BE0001704,Flavohemoprotein,,hmp,P39662
BE0001705,M-phase_inducer_phosphatase_2,C0531512,CDC25B,P30305
BE0001706,Bifunctional_(p)ppGpp_synthase/hydrolase_RelA,,relA,Q54089
BE0001707,"CDP-glucose_4,6-dehydratase",C0258623,rfbG,P26397
BE0001709,Deoxycytidylate_deaminase,C0011491,CD,P16006
BE0001710,Ras-related_protein_Rab-9A,,RAB9A,P51151
BE0001711,Bacterioferritin,C0056922,bfr,Q93PP9
BE0001712,Carminomycin_4-O-methyltransferase,C0217052,dnrK,Q06528
BE0001713,Fimbrial_protein,,pilE1,P02974
BE0001714,3-deoxy-manno-octulosonate_cytidylyltransferase,C0047355,kdsB,P44490
BE0001715,D-hydantoinase,,,Q45515
BE0001716,Protease_synthase_and_sporulation_negative_regulatory_protein_PAI_1,,paiA,P21340
BE0001717,Poly_[ADP-ribose]_polymerase_1,C1567710,PARP1,P09874
BE0001718,Nitrite_reductase,C0028135,nirS,P24474
BE0001719,Tryptophan_synthase_alpha_chain,,trpA,P16608
BE0001720,UDP-galactopyranose_mutase,C0386636,glf,P37747
BE0001721,Phospho-2-dehydro-3-deoxyheptonate_aldolase,C0031628,aroF,Q9WYH8
BE0001722,Formaldehyde-activating_enzyme,,fae,Q9FA38
BE0001723,3-oxoacyl-[acyl-carrier-protein]_synthase_3,,fabH,P9WNG3
BE0001724,Hemagglutinin-neuraminidase,C2985502,HN,P12564
BE0001725,D-hydantoinase,,hyuA,Q8VTT5
BE0001726,Ribosome-recycling_factor,,frr,P0A808
BE0001727,Cytochrome_c'',C0653778,cycA,Q9RQB9
BE0001728,Quinoprotein_glucose_dehydrogenase_B,,gdhB,P13650
BE0001729,Genome_polyprotein,,,P26660
BE0001730,Lanosterol_14-alpha_demethylase,,ERG11,P10614
BE0001731,Biotin_synthase,C0053646,bioB,P12996
BE0001732,Gag-Pol_polyprotein,,gag-pol,P04584
BE0001733,Beta-lactamase_OXA-1,,bla,P13661
BE0001734,Alpha-amylase,C0002245,,P00692
BE0001735,Elongation_factor_Tu-B,,tufB,P60339
BE0001736,Hyaluronate_lyase,C0020197,hylB,Q53591
BE0001737,Enolase,C0031691,eno,Q8GR70
BE0001738,Glutamate--cysteine_ligase,,gshA,P0A6W9
BE0001739,Trypsin-1,C0960371,PRSS1,P07477
BE0001740,"dTDP-glucose_4,6-dehydratase",,rfbB,P26391
BE0001741,Formate_acetyltransferase_1,,pflB,P09373
BE0001742,2-isopropylmalate_synthase,C0000291,leuA,P9WQB3
BE0001743,3-dehydroquinate_dehydratase,C0047338,aroQ,Q48255
BE0001744,3-methyl-2-oxobutanoate_hydroxymethyltransferase,C0207269,panB,P31057
BE0001745,"Medium-chain_specific_acyl-CoA_dehydrogenase,_mitochondrial",C2826551,ACADM,P11310
BE0001746,Soluble_calcium-activated_nucleotidase_1,C1538435,CANT1,Q8WVQ1
BE0001748,Bifunctional_enzyme_IspD/IspF,,ispDF,Q9PM68
BE0001749,High-molecular-weight_cytochrome_c,,hmcA,P24092
BE0001750,Malate_synthase_G,,glcB,P9WK17
BE0001751,Histidinol_dehydrogenase,C0062756,hisD,P06988
BE0001752,Glucosamine-6-phosphate_deaminase_1,C1415167,nagB,O35000
BE0001753,Serine_hydroxymethyltransferase,C0036725,glyA,Q5KUI2
BE0001754,Argininosuccinate_synthase,C0003776,argG,P0A6E4
BE0001755,Beta-lactamase_Toho-1,,bla,Q47066
BE0001756,GDP-mannose_mannosyl_hydrolase,,gmm,P32056
BE0001757,Phosphopantetheine_adenylyltransferase,C0113064,coaD,P0A6I8
BE0001758,Porphobilinogen_deaminase,C0032706,hemC,P06983
BE0001759,3-phosphoshikimate_1-carboxyvinyltransferase,C0243808,aroA,Q9S400
BE0001760,Thiosulfate_sulfurtransferase_GlpE,,glpE,P0A6V7
BE0001761,Isocitrate_lyase,C0022159,icl,P9WKK7
BE0001762,Cyclomaltodextrin_glucanotransferase,C0056778,amyA,P26827
BE0001763,"Ornithine_decarboxylase,_inducible",,odcI,P43099
BE0001764,"Enoyl-CoA_delta_isomerase_1,_mitochondrial",,ECI1,P42126
BE0001766,Intracellular_exo-alpha-(1->5)-L-arabinofuranosidase,,abfA,Q9XBQ3
BE0001767,"6,7-dimethyl-8-ribityllumazine_synthase",C0049438,ribH,P11998
BE0001768,NH(3)-dependent_NAD(+)_synthetase,,nadE,O25096
BE0001769,3-dehydroquinate_dehydratase,C0047338,aroQ,P15474
BE0001770,Cytochrome_c4,C0056955,cc4,Q52369
BE0001771,Methylaspartate_mutase_S_chain,,glmS,Q05488
BE0001772,Shiga-like_toxin_1_subunit_B,,stxB,P69178
BE0001774,Enoyl-[acyl-carrier-protein]_reductase_[NADH]_FabI,,fabI,O24990
BE0001775,L-hydantoinase,,lhyD,P81006
BE0001776,Death-associated_protein_kinase_1,C1413906,DAPK1,P53355
BE0001777,Bile_acid_receptor,C1173940,NR1H4,Q96RI1
BE0001778,Beta-lactamase_OXA-2,C0106040,bla,P0A1V8
BE0001779,Multidrug_resistance_protein_MexA,,mexA,P52477
BE0001780,Methylmalonyl-CoA_carboxyltransferase_12S_subunit,,,Q8GBW6
BE0001781,Gag-Pol_polyprotein,,gag-pol,P05896
BE0001782,Ribonucleoside-diphosphate_reductase_2_subunit_alpha,,nrdE,Q08698
BE0001783,L-fucose_isomerase,C0057046,fucI,P69923
BE0001784,"2-oxopropyl-CoM_reductase,_carboxylating",,xecC,Q56839
BE0001786,Catalase,C0007367,katA,P29422
BE0001787,Bifunctional_protein_PutA,,putA,P09546
BE0001788,Bifunctional_polymyxin_resistance_protein_ArnA,,arnA,P77398
BE0001789,"Mannosyl-oligosaccharide_alpha-1,2-mannosidase",,MSDC,P31723
BE0001790,Autolysin,C0004371,lytA,P06653
BE0001791,Genome_polyprotein,,,P19711
BE0001792,Signal_recognition_particle_protein,,ffh,O07347
BE0001793,"6,7-dimethyl-8-ribityllumazine_synthase_2",,ribH2,P61713
BE0001794,8-amino-7-oxononanoate_synthase,C0243731,bioF,P12998
BE0001795,Histidine--tRNA_ligase,,hisS,P60906
BE0001796,Elongation_factor_G,C0059038,fusA,P13551
BE0001797,Deoxyribose-phosphate_aldolase,C0057465,deoC,P0A6L0
BE0001798,GTPase_ObgE,,obg,P20964
BE0001799,Hydroxylamine_reductase,C0063149,hcp,Q01770
BE0001800,Chloramphenicol_acetyltransferase,C0008169,cat,P62580
BE0001801,Isoaspartyl_dipeptidase,C0285416,iadA,P39377
BE0001802,Nitrite_reductase,C0028135,nirS,P72181
BE0001803,"N,N'-diacetylchitobiose-specific_phosphotransferase_enzyme_IIB_component",,chbB,P69795
BE0001804,Beta-glucosidase_A,,bglA,P22073
BE0001805,Cytochrome_c-552,C0056948,cycA,P04164
BE0001806,"Alanine_racemase,_catabolic",,dadX,Q9HTQ2
BE0001807,Flavodoxin,C0016217,,P00322
BE0001809,Nicotinamide_mononucleotide_adenylyltransferase_1,,NMNAT1,Q9HAN9
BE0001810,Beta-glucosidase_A,,bglA,Q08638
BE0001811,DNA_primase/helicase,,,P03692
BE0001812,Xanthine_phosphoribosyltransferase,C0078598,xpt,P42085
BE0001813,Cell_division_protein_FtsZ,,ftsZ,O08398
BE0001814,GTP_cyclohydrolase_1,C1415012,folE,P0A6T8
BE0001815,Early_endosome_antigen_1,C0298073,EEA1,Q15075
BE0001816,Precorrin-8X_methylmutase,C1295562,cobH,P21638
BE0001817,Acriflavine_resistance_protein_B,,acrB,P31224
BE0001818,6-phosphofructokinase,C0031651,pfkA,P00512
BE0001819,3-dehydroquinate_dehydratase,C0047338,aroD,P24670
BE0001820,mRNA-capping_enzyme,,,Q84424
BE0001822,3-methyl-2-oxobutanoate_hydroxymethyltransferase,C0207269,panB,Q9JZW6
BE0001823,Holo-[acyl-carrier-protein]_synthase,C0062915,acpS,P96618
BE0001824,Dual_specificity_protein_kinase_CLK1,,CLK1,P49759
BE0001825,"Hydroxyacylglutathione_hydrolase,_mitochondrial",,HAGH,Q16775
BE0001826,Caspase-7,C0537969,CASP7,P55210
BE0001827,Cell_division_control_protein_2_homolog,C0080054,CRK2,Q07785
BE0001828,Adenylosuccinate_synthetase,C0001503,purA,Q83P33
BE0001829,3-hydroxydecanoyl-[acyl-carrier-protein]_dehydratase,,fabA,P0A6Q5
BE0001830,Tryptophan--tRNA_ligase_2,,trpS2,Q9RVD6
BE0001831,Phenylethylamine_oxidase,C0253326,,P46881
BE0001832,Nicotinamide_mononucleotide_adenylyltransferase_3,,NMNAT3,Q96T66
BE0001833,Deacetoxycephalosporin_C_synthase,,cefE,P18548
BE0001834,Probable_GTP-binding_protein_EngB,,engB,P38424
BE0001835,C4-dicarboxylate_transport_transcriptional_regulatory_protein_DctD,,dctD,P13632
BE0001837,Phosphoenolpyruvate_carboxylase,C0031644,ppc,P00864
BE0001838,Serine_hydroxymethyltransferase,C0036725,glyA,P0A827
BE0001839,2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase,,ispD,Q9X1B3
BE0001840,Complement_factor_D,C0033457,CFD,P00746
BE0001841,Neocarzinostatin,C0027597,ncsA,P0A3S0
BE0001842,Structural_polyprotein,,,P03316
BE0001843,Ras-related_protein_Rap-2a,,RAP2A,P10114
BE0001844,Diaminopimelate_decarboxylase,C0057709,lysA,P00861
BE0001845,Serpin_B5,C0250870,SERPINB5,P36952
BE0001846,"ATP_synthase_subunit_c,_sodium_ion_specific",,atpE,P21905
BE0001847,Beta-amylase,C0005194,spoII,P36924
BE0001848,GTPase_Der,,der,Q9X1F8
BE0001849,GDP-mannose_6-dehydrogenase,,algD,P11759
BE0001851,Acidic_cytochrome_c3,,,P94690
BE0001852,Kinesin-like_protein_KIF11,C1173400,KIF11,P52732
BE0001853,Alcohol_dehydrogenase,C0001942,,P42328
BE0001854,Glycolipid_transfer_protein,C0877866,GLTP,Q9NZD2
BE0001855,Macrophage_migration_inhibitory_factor,C0024429,MIF,P14174
BE0001856,3-hydroxy-3-methylglutaryl-coenzyme_A_reductase,C2975999,mvaA,P13702
BE0001857,3-dehydroquinate_dehydratase,C0047338,aroQ,P9WPX7
BE0001858,Aminoglycoside_3'-phosphotransferase,,aphA,P0A3Y5
BE0001860,Histidine--tRNA_ligase,,hisS,P56194
BE0001861,TGF-beta_receptor_type-2,C1506219,TGFBR2,P37173
BE0001862,Cytosine_deaminase,C0056997,codA,P25524
BE0001863,Fe(3+)_dicitrate_transport_protein_FecA,,fecA,P13036
BE0001864,Elongation_factor_Tu,C0030933,tufA,Q83JC4
BE0001865,"Limonene-1,2-epoxide_hydrolase",C0760547,limA,Q9ZAG3
BE0001866,D-2-hydroxyisocaproate_dehydrogenase,,,P17584
BE0001867,HTH-type_transcriptional_regulator_TreR,,treR,P36673
BE0001868,Penicillin-binding_protein_2X,,pbpX,P59676
BE0001869,Exotoxin_A,,eta,P11439
BE0001870,Quinohemoprotein_ethanol_dehydrogenase_type-1,,qheDH,Q46444
BE0001871,N-succinylarginine_dihydrolase,,astB,P76216
BE0001872,Galactosylgalactosylxylosylprotein_3-beta-glucuronosyltransferase_3,C1412718,B3GAT3,O94766
BE0001873,Mycocyclosin_synthase,,cyp121,P9WPP7
BE0001875,Ornithine_carbamoyltransferase_chain_I,,argI,P04391
BE0001876,Protein_ArsC,,arsC,P0A006
BE0001877,Triosephosphate_isomerase,C0041078,tpiA,P00943
BE0001878,Rhamnulose-1-phosphate_aldolase,C0073168,rhaD,P32169
BE0001879,Hydroxyethylthiazole_kinase,C0063137,thiM,P39593
