Drug,Protein ID,Protein Name
DB00157,O75251,"NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_7,_mitochondrial"
DB00299,P04293,DNA_polymerase_catalytic_subunit
DB00426,P04293,DNA_polymerase_catalytic_subunit
DB00529,P04293,DNA_polymerase_catalytic_subunit
DB00577,P04293,DNA_polymerase_catalytic_subunit
DB00787,P04293,DNA_polymerase_catalytic_subunit
DB01004,P04293,DNA_polymerase_catalytic_subunit
DB13896,P04293,DNA_polymerase_catalytic_subunit
DB02709,P16050,Arachidonate_15-lipoxygenase
DB00246,P46098,5-hydroxytryptamine_receptor_3A
DB00333,P46098,5-hydroxytryptamine_receptor_3A
DB00334,P46098,5-hydroxytryptamine_receptor_3A
DB00363,P46098,5-hydroxytryptamine_receptor_3A
DB00377,P46098,5-hydroxytryptamine_receptor_3A
DB00408,P46098,5-hydroxytryptamine_receptor_3A
DB00543,P46098,5-hydroxytryptamine_receptor_3A
DB00555,P46098,5-hydroxytryptamine_receptor_3A
DB00604,P46098,5-hydroxytryptamine_receptor_3A
DB00721,P46098,5-hydroxytryptamine_receptor_3A
DB00726,P46098,5-hydroxytryptamine_receptor_3A
DB00728,P46098,5-hydroxytryptamine_receptor_3A
DB00757,P46098,5-hydroxytryptamine_receptor_3A
DB00889,P46098,5-hydroxytryptamine_receptor_3A
DB00898,P46098,5-hydroxytryptamine_receptor_3A
DB00904,P46098,5-hydroxytryptamine_receptor_3A
DB00969,P46098,5-hydroxytryptamine_receptor_3A
DB00988,P46098,5-hydroxytryptamine_receptor_3A
DB01043,P46098,5-hydroxytryptamine_receptor_3A
DB01156,P46098,5-hydroxytryptamine_receptor_3A
DB01161,P46098,5-hydroxytryptamine_receptor_3A
DB01199,P46098,5-hydroxytryptamine_receptor_3A
DB01221,P46098,5-hydroxytryptamine_receptor_3A
DB01224,P46098,5-hydroxytryptamine_receptor_3A
DB01233,P46098,5-hydroxytryptamine_receptor_3A
DB01238,P46098,5-hydroxytryptamine_receptor_3A
DB06204,P46098,5-hydroxytryptamine_receptor_3A
DB09061,P46098,5-hydroxytryptamine_receptor_3A
DB09068,P46098,5-hydroxytryptamine_receptor_3A
DB11699,P46098,5-hydroxytryptamine_receptor_3A
DB14185,P46098,5-hydroxytryptamine_receptor_3A
DB00300,P24024,Protein_P
DB00718,P24024,Protein_P
DB00157,O43677,"NADH_dehydrogenase_[ubiquinone]_1_subunit_C1,_mitochondrial"
DB00755,P02753,Retinol-binding_protein_4
DB00279,P10828,Thyroid_hormone_receptor_beta
DB00451,P10828,Thyroid_hormone_receptor_beta
DB00509,P10828,Thyroid_hormone_receptor_beta
DB01118,P10828,Thyroid_hormone_receptor_beta
DB01583,P10828,Thyroid_hormone_receptor_beta
DB00114,P21549,Serine--pyruvate_aminotransferase
DB00133,P21549,Serine--pyruvate_aminotransferase
DB00145,P21549,Serine--pyruvate_aminotransferase
DB00160,P21549,Serine--pyruvate_aminotransferase
DB00157,Q99714,3-hydroxyacyl-CoA_dehydrogenase_type-2
DB09568,Q99714,3-hydroxyacyl-CoA_dehydrogenase_type-2
DB09532,P47872,Secretin_receptor
DB00157,Q9NRX3,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_4-like_2
DB00115,Q8IVH4,"Methylmalonic_aciduria_type_A_protein,_mitochondrial"
DB00200,Q8IVH4,"Methylmalonic_aciduria_type_A_protein,_mitochondrial"
DB00142,P49915,GMP_synthase_[glutamine-hydrolyzing]
DB00232,P00918,Carbonic_anhydrase_2
DB00273,P00918,Carbonic_anhydrase_2
DB00391,P00918,Carbonic_anhydrase_2
DB00436,P00918,Carbonic_anhydrase_2
DB00482,P00918,Carbonic_anhydrase_2
DB00562,P00918,Carbonic_anhydrase_2
DB00580,P00918,Carbonic_anhydrase_2
DB00606,P00918,Carbonic_anhydrase_2
DB00695,P00918,Carbonic_anhydrase_2
DB00703,P00918,Carbonic_anhydrase_2
DB00774,P00918,Carbonic_anhydrase_2
DB00819,P00918,Carbonic_anhydrase_2
DB00869,P00918,Carbonic_anhydrase_2
DB00880,P00918,Carbonic_anhydrase_2
DB00909,P00918,Carbonic_anhydrase_2
DB00999,P00918,Carbonic_anhydrase_2
DB01021,P00918,Carbonic_anhydrase_2
DB01031,P00918,Carbonic_anhydrase_2
DB01119,P00918,Carbonic_anhydrase_2
DB01144,P00918,Carbonic_anhydrase_2
DB01194,P00918,Carbonic_anhydrase_2
DB01325,P00918,Carbonic_anhydrase_2
DB03904,P00918,Carbonic_anhydrase_2
DB09460,P00918,Carbonic_anhydrase_2
DB09472,P00918,Carbonic_anhydrase_2
DB00114,P35520,Cystathionine_beta-synthase
DB00118,P35520,Cystathionine_beta-synthase
DB00133,P35520,Cystathionine_beta-synthase
DB00151,P35520,Cystathionine_beta-synthase
DB00293,P04818,Thymidylate_synthase
DB00322,P04818,Thymidylate_synthase
DB00432,P04818,Thymidylate_synthase
DB00440,P04818,Thymidylate_synthase
DB00441,P04818,Thymidylate_synthase
DB00544,P04818,Thymidylate_synthase
DB00642,P04818,Thymidylate_synthase
DB01101,P04818,Thymidylate_synthase
DB06813,P04818,Thymidylate_synthase
DB09256,P04818,Thymidylate_synthase
DB09327,P04818,Thymidylate_synthase
DB00242,P23921,Ribonucleoside-diphosphate_reductase_large_subunit
DB00441,P23921,Ribonucleoside-diphosphate_reductase_large_subunit
DB00631,P23921,Ribonucleoside-diphosphate_reductase_large_subunit
DB01005,P23921,Ribonucleoside-diphosphate_reductase_large_subunit
DB01073,P23921,Ribonucleoside-diphosphate_reductase_large_subunit
DB00686,P08620,Fibroblast_growth_factor_4
DB01109,P08620,Fibroblast_growth_factor_4
DB00980,P49286,Melatonin_receptor_type_1B
DB01065,P49286,Melatonin_receptor_type_1B
DB02709,P49286,Melatonin_receptor_type_1B
DB06594,P49286,Melatonin_receptor_type_1B
DB09071,P49286,Melatonin_receptor_type_1B
DB00157,Q16798,"NADP-dependent_malic_enzyme,_mitochondrial"
DB00157,P28845,Corticosteroid_11-beta-dehydrogenase_isozyme_1
DB00635,P28845,Corticosteroid_11-beta-dehydrogenase_isozyme_1
DB13751,P28845,Corticosteroid_11-beta-dehydrogenase_isozyme_1
DB00157,P00374,Dihydrofolate_reductase
DB00205,P00374,Dihydrofolate_reductase
DB00440,P00374,Dihydrofolate_reductase
DB00563,P00374,Dihydrofolate_reductase
DB00642,P00374,Dihydrofolate_reductase
DB00798,P00374,Dihydrofolate_reductase
DB01131,P00374,Dihydrofolate_reductase
DB01157,P00374,Dihydrofolate_reductase
DB06813,P00374,Dihydrofolate_reductase
DB00114,P34896,"Serine_hydroxymethyltransferase,_cytosolic"
DB00145,P34896,"Serine_hydroxymethyltransferase,_cytosolic"
DB00609,P9WGR1,Enoyl-[acyl-carrier-protein]_reductase_[NADH]
DB00951,P9WGR1,Enoyl-[acyl-carrier-protein]_reductase_[NADH]
DB08604,P9WGR1,Enoyl-[acyl-carrier-protein]_reductase_[NADH]
DB00036,P08709,Coagulation_factor_VII
DB00100,P08709,Coagulation_factor_VII
DB00170,P08709,Coagulation_factor_VII
DB09332,P08709,Coagulation_factor_VII
DB13151,P08709,Coagulation_factor_VII
DB13152,P08709,Coagulation_factor_VII
DB13933,P08709,Coagulation_factor_VII
DB00551,P18314,Urease_subunit_alpha
DB02659,P00395,Cytochrome_c_oxidase_subunit_1
DB09140,P00395,Cytochrome_c_oxidase_subunit_1
DB00157,P37058,Testosterone_17-beta-dehydrogenase_3
DB01593,P02766,Transthyretin
DB09130,P02766,Transthyretin
DB11644,P02766,Transthyretin
DB14487,P02766,Transthyretin
DB14533,P02766,Transthyretin
DB00157,O75438,NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_1
DB00163,Q9UDX4,SEC14-like_protein_3
DB14001,Q9UDX4,SEC14-like_protein_3
DB14002,Q9UDX4,SEC14-like_protein_3
DB00200,Q9BXJ7,Protein_amnionless
DB00246,P18825,Alpha-2C_adrenergic_receptor
DB00248,P18825,Alpha-2C_adrenergic_receptor
DB00363,P18825,Alpha-2C_adrenergic_receptor
DB00368,P18825,Alpha-2C_adrenergic_receptor
DB00408,P18825,Alpha-2C_adrenergic_receptor
DB00484,P18825,Alpha-2C_adrenergic_receptor
DB00575,P18825,Alpha-2C_adrenergic_receptor
DB00589,P18825,Alpha-2C_adrenergic_receptor
DB00714,P18825,Alpha-2C_adrenergic_receptor
DB00734,P18825,Alpha-2C_adrenergic_receptor
DB00797,P18825,Alpha-2C_adrenergic_receptor
DB00800,P18825,Alpha-2C_adrenergic_receptor
DB00925,P18825,Alpha-2C_adrenergic_receptor
DB00935,P18825,Alpha-2C_adrenergic_receptor
DB01136,P18825,Alpha-2C_adrenergic_receptor
DB01186,P18825,Alpha-2C_adrenergic_receptor
DB01200,P18825,Alpha-2C_adrenergic_receptor
DB01224,P18825,Alpha-2C_adrenergic_receptor
DB01238,P18825,Alpha-2C_adrenergic_receptor
DB01267,P18825,Alpha-2C_adrenergic_receptor
DB01392,P18825,Alpha-2C_adrenergic_receptor
DB01403,P18825,Alpha-2C_adrenergic_receptor
DB01577,P18825,Alpha-2C_adrenergic_receptor
DB04846,P18825,Alpha-2C_adrenergic_receptor
DB04855,P18825,Alpha-2C_adrenergic_receptor
DB04946,P18825,Alpha-2C_adrenergic_receptor
DB06148,P18825,Alpha-2C_adrenergic_receptor
DB06153,P18825,Alpha-2C_adrenergic_receptor
DB06216,P18825,Alpha-2C_adrenergic_receptor
DB06262,P18825,Alpha-2C_adrenergic_receptor
DB06694,P18825,Alpha-2C_adrenergic_receptor
DB08815,P18825,Alpha-2C_adrenergic_receptor
DB09128,P18825,Alpha-2C_adrenergic_receptor
DB11124,P18825,Alpha-2C_adrenergic_receptor
DB14185,P18825,Alpha-2C_adrenergic_receptor
DB00369,P08546,DNA_polymerase_catalytic_subunit
DB00529,P08546,DNA_polymerase_catalytic_subunit
DB00157,P05093,"Steroid_17-alpha-hydroxylase/17,20_lyase"
DB00396,P05093,"Steroid_17-alpha-hydroxylase/17,20_lyase"
DB05812,P05093,"Steroid_17-alpha-hydroxylase/17,20_lyase"
DB00052,P16471,Prolactin_receptor
DB01185,P16471,Prolactin_receptor
DB00142,P39086,"Glutamate_receptor_ionotropic,_kainate_1"
DB00273,P39086,"Glutamate_receptor_ionotropic,_kainate_1"
DB00129,P50440,"Glycine_amidinotransferase,_mitochondrial"
DB00145,P50440,"Glycine_amidinotransferase,_mitochondrial"
DB02530,P50440,"Glycine_amidinotransferase,_mitochondrial"
DB00157,P03923,NADH-ubiquinone_oxidoreductase_chain_6
DB00213,P20648,Potassium-transporting_ATPase_alpha_chain_1
DB00338,P20648,Potassium-transporting_ATPase_alpha_chain_1
DB00448,P20648,Potassium-transporting_ATPase_alpha_chain_1
DB00736,P20648,Potassium-transporting_ATPase_alpha_chain_1
DB01129,P20648,Potassium-transporting_ATPase_alpha_chain_1
DB05351,P20648,Potassium-transporting_ATPase_alpha_chain_1
DB00131,Q9NR19,"Acetyl-coenzyme_A_synthetase,_cytoplasmic"
DB00594,P19801,Amiloride-sensitive_amine_oxidase_[copper-containing]
DB01373,P19801,Amiloride-sensitive_amine_oxidase_[copper-containing]
DB00586,P78348,Acid-sensing_ion_channel_1
DB00594,P78348,Acid-sensing_ion_channel_1
DB00640,P0DMS8,Adenosine_receptor_A3
DB00824,P0DMS8,Adenosine_receptor_A3
DB01223,P0DMS8,Adenosine_receptor_A3
DB12010,P0DMS8,Adenosine_receptor_A3
DB00139,Q96I99,"Succinyl-CoA_ligase_[GDP-forming]_subunit_beta,_mitochondrial"
DB00661,O00555,Voltage-dependent_P/Q-type_calcium_channel_subunit_alpha-1A
DB00836,O00555,Voltage-dependent_P/Q-type_calcium_channel_subunit_alpha-1A
DB01244,O00555,Voltage-dependent_P/Q-type_calcium_channel_subunit_alpha-1A
DB00157,O95479,GDH/6PGL_endoplasmic_bifunctional_protein
DB08865,Q9UM73,ALK_tyrosine_kinase_receptor
DB09063,Q9UM73,ALK_tyrosine_kinase_receptor
DB11363,Q9UM73,ALK_tyrosine_kinase_receptor
DB12010,Q9UM73,ALK_tyrosine_kinase_receptor
DB12130,Q9UM73,ALK_tyrosine_kinase_receptor
DB12141,Q9UM73,ALK_tyrosine_kinase_receptor
DB12267,Q9UM73,ALK_tyrosine_kinase_receptor
DB00157,P08319,Alcohol_dehydrogenase_4
DB00119,O95907,Monocarboxylate_transporter_3
DB00135,Q9Y2Z4,"Tyrosine--tRNA_ligase,_mitochondrial"
DB00025,P00740,Coagulation_factor_IX
DB00170,P00740,Coagulation_factor_IX
DB09109,P00740,Coagulation_factor_IX
DB09332,P00740,Coagulation_factor_IX
DB13150,P00740,Coagulation_factor_IX
DB13192,P00740,Coagulation_factor_IX
DB13923,P00740,Coagulation_factor_IX
DB13998,P00740,Coagulation_factor_IX
DB13999,P00740,Coagulation_factor_IX
DB14738,P00740,Coagulation_factor_IX
DB00142,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB00454,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB01043,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB01173,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB03929,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB06151,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB08954,Q05586,"Glutamate_receptor_ionotropic,_NMDA_1"
DB00218,P43700,DNA_gyrase_subunit_A
DB00365,P43700,DNA_gyrase_subunit_A
DB00467,P43700,DNA_gyrase_subunit_A
DB00487,P43700,DNA_gyrase_subunit_A
DB00537,P43700,DNA_gyrase_subunit_A
DB00685,P43700,DNA_gyrase_subunit_A
DB00827,P43700,DNA_gyrase_subunit_A
DB00978,P43700,DNA_gyrase_subunit_A
DB01059,P43700,DNA_gyrase_subunit_A
DB01137,P43700,DNA_gyrase_subunit_A
DB01155,P43700,DNA_gyrase_subunit_A
DB01165,P43700,DNA_gyrase_subunit_A
DB01208,P43700,DNA_gyrase_subunit_A
DB06771,P43700,DNA_gyrase_subunit_A
DB09047,P43700,DNA_gyrase_subunit_A
DB12924,P43700,DNA_gyrase_subunit_A
DB00157,P51970,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_8
DB00770,P43116,Prostaglandin_E2_receptor_EP2_subtype
DB00917,P43116,Prostaglandin_E2_receptor_EP2_subtype
DB00929,P43116,Prostaglandin_E2_receptor_EP2_subtype
DB08964,P43116,Prostaglandin_E2_receptor_EP2_subtype
DB00398,P35968,Vascular_endothelial_growth_factor_receptor_2
DB01268,P35968,Vascular_endothelial_growth_factor_receptor_2
DB05578,P35968,Vascular_endothelial_growth_factor_receptor_2
DB06589,P35968,Vascular_endothelial_growth_factor_receptor_2
DB06595,P35968,Vascular_endothelial_growth_factor_receptor_2
DB06626,P35968,Vascular_endothelial_growth_factor_receptor_2
DB08875,P35968,Vascular_endothelial_growth_factor_receptor_2
DB08896,P35968,Vascular_endothelial_growth_factor_receptor_2
DB08901,P35968,Vascular_endothelial_growth_factor_receptor_2
DB09078,P35968,Vascular_endothelial_growth_factor_receptor_2
DB09079,P35968,Vascular_endothelial_growth_factor_receptor_2
DB12010,P35968,Vascular_endothelial_growth_factor_receptor_2
DB12147,P35968,Vascular_endothelial_growth_factor_receptor_2
DB00140,Q969G6,Riboflavin_kinase
DB03247,Q969G6,Riboflavin_kinase
DB00129,P54368,Ornithine_decarboxylase_antizyme_1
DB00118,Q14749,Glycine_N-methyltransferase
DB00145,Q14749,Glycine_N-methyltransferase
DB04272,Q14749,Glycine_N-methyltransferase
DB00583,Q9UKG9,Peroxisomal_carnitine_O-octanoyltransferase
DB00130,Q06203,Amidophosphoribosyltransferase
DB01033,Q06203,Amidophosphoribosyltransferase
DB01254,Q06203,Amidophosphoribosyltransferase
DB00148,P48029,Sodium-_and_chloride-dependent_creatine_transporter_1
DB00157,O95139,NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_6
DB00157,Q16836,"Hydroxyacyl-coenzyme_A_dehydrogenase,_mitochondrial"
DB09568,Q16836,"Hydroxyacyl-coenzyme_A_dehydrogenase,_mitochondrial"
DB00114,Q99259,Glutamate_decarboxylase_1
DB00142,Q99259,Glutamate_decarboxylase_1
DB00091,P49069,Calcium_signal-modulating_cyclophilin_ligand
DB00170,P04070,Vitamin_K-dependent_protein_C
DB00464,P04070,Vitamin_K-dependent_protein_C
DB09131,P04070,Vitamin_K-dependent_protein_C
DB09332,P04070,Vitamin_K-dependent_protein_C
DB13149,P04070,Vitamin_K-dependent_protein_C
DB00231,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00241,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00306,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00312,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00371,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00402,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00404,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00418,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00425,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00599,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00683,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00690,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00794,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00801,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00829,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00842,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00849,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00897,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB00898,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01198,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01215,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01346,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01351,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01353,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01544,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01558,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01559,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01588,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01589,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01595,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB13872,P47869,Gamma-aminobutyric_acid_receptor_subunit_alpha-2
DB01097,Q02127,"Dihydroorotate_dehydrogenase_(quinone),_mitochondrial"
DB01117,Q02127,"Dihydroorotate_dehydrogenase_(quinone),_mitochondrial"
DB03247,Q02127,"Dihydroorotate_dehydrogenase_(quinone),_mitochondrial"
DB08880,Q02127,"Dihydroorotate_dehydrogenase_(quinone),_mitochondrial"
DB00114,P00505,"Aspartate_aminotransferase,_mitochondrial"
DB00128,P00505,"Aspartate_aminotransferase,_mitochondrial"
DB00142,P00505,"Aspartate_aminotransferase,_mitochondrial"
DB00673,P25103,Substance-P_receptor
DB01221,P25103,Substance-P_receptor
DB09048,P25103,Substance-P_receptor
DB00008,P48551,Interferon_alpha/beta_receptor_2
DB00011,P48551,Interferon_alpha/beta_receptor_2
DB00018,P48551,Interferon_alpha/beta_receptor_2
DB00022,P48551,Interferon_alpha/beta_receptor_2
DB00034,P48551,Interferon_alpha/beta_receptor_2
DB00060,P48551,Interferon_alpha/beta_receptor_2
DB00068,P48551,Interferon_alpha/beta_receptor_2
DB00069,P48551,Interferon_alpha/beta_receptor_2
DB00105,P48551,Interferon_alpha/beta_receptor_2
DB06152,P48551,Interferon_alpha/beta_receptor_2
DB00119,O15375,Monocarboxylate_transporter_6
DB00032,P23945,Follicle-stimulating_hormone_receptor
DB00066,P23945,Follicle-stimulating_hormone_receptor
DB00094,P23945,Follicle-stimulating_hormone_receptor
DB00097,P23945,Follicle-stimulating_hormone_receptor
DB09066,P23945,Follicle-stimulating_hormone_receptor
DB00114,Q9GZT4,Serine_racemase
DB00133,Q9GZT4,Serine_racemase
DB00246,P21917,D(4)_dopamine_receptor
DB00248,P21917,D(4)_dopamine_receptor
DB00268,P21917,D(4)_dopamine_receptor
DB00334,P21917,D(4)_dopamine_receptor
DB00363,P21917,D(4)_dopamine_receptor
DB00372,P21917,D(4)_dopamine_receptor
DB00408,P21917,D(4)_dopamine_receptor
DB00409,P21917,D(4)_dopamine_receptor
DB00413,P21917,D(4)_dopamine_receptor
DB00420,P21917,D(4)_dopamine_receptor
DB00477,P21917,D(4)_dopamine_receptor
DB00543,P21917,D(4)_dopamine_receptor
DB00589,P21917,D(4)_dopamine_receptor
DB00714,P21917,D(4)_dopamine_receptor
DB00734,P21917,D(4)_dopamine_receptor
DB00777,P21917,D(4)_dopamine_receptor
DB00988,P21917,D(4)_dopamine_receptor
DB01186,P21917,D(4)_dopamine_receptor
DB01200,P21917,D(4)_dopamine_receptor
DB01224,P21917,D(4)_dopamine_receptor
DB01235,P21917,D(4)_dopamine_receptor
DB01238,P21917,D(4)_dopamine_receptor
DB01267,P21917,D(4)_dopamine_receptor
DB01403,P21917,D(4)_dopamine_receptor
DB04908,P21917,D(4)_dopamine_receptor
DB04946,P21917,D(4)_dopamine_receptor
DB05271,P21917,D(4)_dopamine_receptor
DB06216,P21917,D(4)_dopamine_receptor
DB14185,P21917,D(4)_dopamine_receptor
DB00083,P60880,Synaptosomal-associated_protein_25
DB00141,P54802,Alpha-N-acetylglucosaminidase
DB00114,Q16719,Kynureninase
DB00160,Q16719,Kynureninase
DB00216,P41595,5-hydroxytryptamine_receptor_2B
DB00247,P41595,5-hydroxytryptamine_receptor_2B
DB00248,P41595,5-hydroxytryptamine_receptor_2B
DB00320,P41595,5-hydroxytryptamine_receptor_2B
DB00353,P41595,5-hydroxytryptamine_receptor_2B
DB00508,P41595,5-hydroxytryptamine_receptor_2B
DB00543,P41595,5-hydroxytryptamine_receptor_2B
DB00574,P41595,5-hydroxytryptamine_receptor_2B
DB00589,P41595,5-hydroxytryptamine_receptor_2B
DB00696,P41595,5-hydroxytryptamine_receptor_2B
DB00714,P41595,5-hydroxytryptamine_receptor_2B
DB00805,P41595,5-hydroxytryptamine_receptor_2B
DB01079,P41595,5-hydroxytryptamine_receptor_2B
DB01142,P41595,5-hydroxytryptamine_receptor_2B
DB01186,P41595,5-hydroxytryptamine_receptor_2B
DB01200,P41595,5-hydroxytryptamine_receptor_2B
DB01239,P41595,5-hydroxytryptamine_receptor_2B
DB01242,P41595,5-hydroxytryptamine_receptor_2B
DB01392,P41595,5-hydroxytryptamine_receptor_2B
DB06016,P41595,5-hydroxytryptamine_receptor_2B
DB06148,P41595,5-hydroxytryptamine_receptor_2B
DB06153,P41595,5-hydroxytryptamine_receptor_2B
DB06216,P41595,5-hydroxytryptamine_receptor_2B
DB00019,P08246,Neutrophil_elastase
DB00058,P08246,Neutrophil_elastase
DB00099,P08246,Neutrophil_elastase
DB02772,Q8TE23,Taste_receptor_type_1_member_2
DB00142,O15399,"Glutamate_receptor_ionotropic,_NMDA_2D"
DB00454,O15399,"Glutamate_receptor_ionotropic,_NMDA_2D"
DB01173,O15399,"Glutamate_receptor_ionotropic,_NMDA_2D"
DB06151,O15399,"Glutamate_receptor_ionotropic,_NMDA_2D"
DB03147,P26440,"Isovaleryl-CoA_dehydrogenase,_mitochondrial"
DB00109,Q53I07,Envelope_glycoprotein
DB00893,P02794,Ferritin_heavy_chain
DB01592,P02794,Ferritin_heavy_chain
DB13995,P02794,Ferritin_heavy_chain
DB14488,P02794,Ferritin_heavy_chain
DB14489,P02794,Ferritin_heavy_chain
DB14490,P02794,Ferritin_heavy_chain
DB14491,P02794,Ferritin_heavy_chain
DB14501,P02794,Ferritin_heavy_chain
DB00157,P00325,Alcohol_dehydrogenase_1B
DB01213,P00325,Alcohol_dehydrogenase_1B
DB09462,P00325,Alcohol_dehydrogenase_1B
DB00157,O95182,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_7
DB00403,P32238,Cholecystokinin_receptor_type_A
DB08862,P32238,Cholecystokinin_receptor_type_A
DB00036,P38435,Vitamin_K-dependent_gamma-carboxylase
DB00055,P38435,Vitamin_K-dependent_gamma-carboxylase
DB00100,P38435,Vitamin_K-dependent_gamma-carboxylase
DB00142,P38435,Vitamin_K-dependent_gamma-carboxylase
DB00170,P38435,Vitamin_K-dependent_gamma-carboxylase
DB01022,P38435,Vitamin_K-dependent_gamma-carboxylase
DB01125,P38435,Vitamin_K-dependent_gamma-carboxylase
DB09332,P38435,Vitamin_K-dependent_gamma-carboxylase
DB13152,P38435,Vitamin_K-dependent_gamma-carboxylase
DB00114,P11926,Ornithine_decarboxylase
DB06243,P11926,Ornithine_decarboxylase
DB00246,P08173,Muscarinic_acetylcholine_receptor_M4
DB00334,P08173,Muscarinic_acetylcholine_receptor_M4
DB00340,P08173,Muscarinic_acetylcholine_receptor_M4
